MasPaisLGTBI,2019-10-15 23:43:18,España,"Por fin un político dedica su tiempo a explicar propuestas, desde la calma, el consenso y el diálogo, para consegui… https://t.co/vpUU4HvBU1"
Crisiswhatcris,2019-10-15 23:43:18,,"RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…"
EnriqueCCCP,2019-10-15 23:43:04,,"RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…"
EnriqueCCCP,2019-10-15 23:42:52,,"RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…"
imjustmark2,2019-10-15 23:42:41,,"RT @HernandezArbizu: Ojalá tuviéramos más políticos como @ierrejon en nuestro país. Da gusto escucharle hablar. Siempre con respeto, humild…"
Kamchatka_H,2019-10-15 23:42:36,España,RT @MasPais_Es: 🎥 Manuela Carmena marca el camino a seguir. En Madrid se redujo la deuda un 50% y se se aumentó la inversión en servicios s…
CaldaroneCeres,2019-10-15 23:42:29,,"RT @HernandezArbizu: Ojalá tuviéramos más políticos como @ierrejon en nuestro país. Da gusto escucharle hablar. Siempre con respeto, humild…"
JoseRibes4,2019-10-15 23:42:27,"Carcaixent, España","RT @MaxiCuello1977: Hoy el niñato dice:
""Venezuela es un desastre"".

#ErrejonEH
Y hace un año...👇👇👇 https://t.co/H6CfaEKFIW"
Kamchatka_H,2019-10-15 23:42:00,España,"RT @MasRetiro_: ‼️Sentencia y Cataluña

Por encima de la voluntad de castigo hay una cosa más importante que es rehacer un pacto de convive…"
lordelacebolla,2019-10-15 23:41:48,,"RT @MasHortaleza: Los jueces han hecho su trabajo.
Los políticos no.
En Catalunya, por encima de la voluntad de castigo, está la voluntad d…"
AFCLovefield,2019-10-15 23:41:43,,"RT @Kamchatka_H: No estamos hablando de barra libre. 

En muchos países la legalización, ""regularización y control"" del cannabis, se han tr…"
Clement20391539,2019-10-15 23:41:32,"Zaragoza, España","RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…"
DavidCorco22,2019-10-15 23:41:17,,RT @JoseArroyoRios: Votar a Más País es garantizar el diálogo para conseguir un Gobierno progresista 💚 #ErrejónEH https://t.co/htJJvsTFbL
chusabeledo,2019-10-15 23:41:04,,"RT @MasVillaverde: ""Estoy orgulloso de ser coherente con mis ideas. La política útil es la que es capaz de solucionar problemas"". ""Adelanté…"
ENDIKA59,2019-10-15 23:40:42,Leganes,"RT @MasRetiro_: ‼️Legalización y regularización de la marihuana 

👉No es legalizarlo y que viva la fiesta, es regular el consumo de cannabi…"
Kamchatka_H,2019-10-15 23:40:40,España,"RT @aisha_sow: El #LegadoCarmena nos muestra una forma diferente de hacer política.

@ierrejon ha explicado que hay una manera distinta de…"
AFCLovefield,2019-10-15 23:40:40,,"RT @Kamchatka_H: Todos llegan a acuerdos, menos los líderes políticos. 
Mucha gente se puede preguntar: 
¿Oiga, la política tiene algo que…"
ClaraSanJos1,2019-10-15 23:40:21,"Valladolid, España","RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…"
