user,name,created,tweet,location
MarisaVargas_R,MARISA #SiALaVida💙🇪🇸🇪🇸🇪🇸,2019-10-10 23:55:41,RT @janogarcia_: Qué triste que Pablo Motos tenga que justificar la invitación a @Santi_ABASCAL porque una banda totalitaria quiere impedir…,Valencia (Spain)
cheboludos,CHEBOLUDOS,2019-10-10 23:55:41,"RT @AleGarciaPerez: VOX ha venido a trabajar por y para el pueblo : Ultimátum de Abascal a sus concejales de Roquetas , o se bajan el sueld…",
Megawif,Mega,2019-10-10 23:55:40,RT @SpaniardLord: Cuando Pablo Motos trata de dejar mal a Santi Abascal y le sale continuamente el tiro por la culata. #SantiagoAbascalEH h…,Embajadores fuera!
chocolauury,Lauu Lovegood,2019-10-10 23:55:39,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",Madrid 
mestremanuel,Manuel Mestre Barea,2019-10-10 23:55:37,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",
NinochkaLibre,Ninochka 💚🇪🇸💚,2019-10-10 23:55:37,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""El otro día hablamos de la emergencia social que viven los españoles: la carestía de la…",
ilector1,ilector,2019-10-10 23:55:36,RT @AgustinRosety: Hoy Pablo Motos en @Elhormiguero_A3 ha querido hacerse perdonar el “crimen” de entrevistar a @Santi_ABASCAL haciéndole u…,
Esther678787817,Esther,2019-10-10 23:55:36,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",
cadizvox,VOX Cádiz,2019-10-10 23:55:36,"RT @vox_es: 🚫 La Sexta, La SER, El País... cortaron la emisión en directo del debate de investidura cuando comenzó a hablar @Santi_ABASCAL.…","Cádiz, España"
alex_escudero82,Álex Escudero ❤️🇪🇸,2019-10-10 23:55:36,"RT @ecarro_: Conclusiones:
1. Motos preparó una encerrona ""amistosa"".
2. La introducción, dejando a la altura de lo que es a Sánchez, y cre…","Chicago, IL"
alexurg112,Alexurg112,2019-10-10 23:55:36,"RT @SpainIsComing: Señor Don @Santi_ABASCAL , este señor dice que cuando le escucha le entran ganas de salir corriendo de España, ¿Podría u…",
macaga63,Andaluza .,2019-10-10 23:55:34,A @Santi_ABASCAL_ en #ElHormiguero  le han pasado la...👇 https://t.co/U3Jv7geplv,
Britovius,Britovius🇪🇸💚,2019-10-10 23:55:34,"RT @Lince7800: Escándalo en el CASO JUANA RIVAS.
Espero que se tomen medidas urgentes contra la ministra Dolores Delgado.
@ffmateobueno 
@v…",Madrid - Spain
thebestloli,lol,2019-10-10 23:55:33,"RT @sanchezcastejon: Dice Abascal que la del PSOE es una historia criminal. Ni PP ni Cs salen a desmarcarse. 

Son PP y Cs quienes, abriénd…",
vivianavila1,Viviana Avila,2019-10-10 23:55:32,RT @AsimovDoctor: @El_Hormiguero @Santi_ABASCAL Solo espero que le preguntes a Pablo Iglesias sobre su apoyo y enaltecimiento al comunismo…,"ÜT: 10.491002,-66.880546"
Arimh__,Arancha 🔥,2019-10-10 23:55:32,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",
NinochkaLibre,Ninochka 💚🇪🇸💚,2019-10-10 23:55:31,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",
ncugatsoN,bets&cashflow,2019-10-10 23:55:30,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",
GascoJuanjo,Juanjo Gasco,2019-10-10 23:55:30,RT @wallstwolverine: En mi opinión balance positivo de la entrevista de Abascal. Hay que tener muy claro quién es el potencial votante de V…,Torrent (Valencia) España🇪🇸
ilector1,ilector,2019-10-10 23:55:30,"RT @SrMalafolla: Pablo Motos le pregunta a Abascal si su escolta lleva armas... No, son de la guardia suiza, llevan una lanza. #santiagoaba…",
leprekat,"《It's Kat, bitches》",2019-10-10 23:55:29,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",Spain
mestremanuel,Manuel Mestre Barea,2019-10-10 23:55:28,"RT @JuanfraEscudero: 🗣Santiago Abascal, @Santi_ABASCAL, está demostrando ser una persona con gran patriotismo, una persona buena, con un gr…",
ruben9864e,Pepe,2019-10-10 23:55:27,RT @RodrigoDdeV13: Pero cómo es posible que entrevisten a Santiago Abascal en la tele??? Ni que fuera un terrorista...  #BoicotElHormiguero…,"Tabarnia, CataluÑa"
elenagato5,Elena🐱,2019-10-10 23:55:27,"RT @luciacuervas: Abascal: ""Yo también represento al colectivo homosexual, no se por que se nos acusa de homófobos""  #SantiagoAbascalEH htt…",
Bigi33666152,Bigi,2019-10-10 23:55:26,RT @El_Hormiguero: .@Santi_ABASCAL nos habla sobre sus planteamientos de cara a las elecciones #SantiagoAbascalEH https://t.co/fkYK7Xik6z,
im19650,I,2019-10-10 23:55:26,"RT @ecarro_: Conclusiones:
1. Motos preparó una encerrona ""amistosa"".
2. La introducción, dejando a la altura de lo que es a Sánchez, y cre…",
Victori_Roma,Victoria🇪🇸,2019-10-10 23:55:25,"@El_Hormiguero @taurus330 @Santi_ABASCAL Pablo, muy decepcionante, habrá que esperar un político de izquierdas para… https://t.co/lEuJyVNT4J",España
LAGOCHAMARACAY,MARIA GONZALEZ,2019-10-10 23:55:25,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""¿Cómo me va a molestar a mí que dos gays se besen por la calle? De ninguna manera"".

 📢…","Güigüe, Venezuela"
adara271,tone,2019-10-10 23:55:25,"RT @hermanntertsch: No sabemos si enfadarnos un poco con @Santi_ABASCAL por blanquear al Hormiguero y al Motos ese. Bueno, tenga un pase si…",
DavidPuga27,David,2019-10-10 23:55:24,Abascal sería el niño que nadie quiere adoptar,
Rulismoman,Rulinde! los Bosques💜,2019-10-10 23:55:23,"RT @eljueves: En resumen, cuando Abascal intenta quedar bien y mide las palabras parece lo que ha sido siempre: un pepero más.",
AdrianaMaortua,Adriana Maortua,2019-10-10 23:55:22,RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,"Madrid, Spain"
sonatilla,sonatilla,2019-10-10 23:55:22,"RT @MBarraganL: Ahora los progres van a tener trabajo duro para interpretar esta interesante frase.
Ya me diréis
📺 @Santi_ABASCAL en @El_Ho…","Campo Lugar, España"
senrike11098,Senrike,2019-10-10 23:55:20,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Defendería la frontera de Melilla con muros más grandes si es necesario y dando ayuda a…","Triana, Sevilla"
RontonSTARK,Plaszöw ☭⃠,2019-10-10 23:55:20,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…","Bydgoszcz, Polonia"
JusaFernando,Fernando_jusa,2019-10-10 23:55:19,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Yo me saqué la licencia de armas para proteger a mi padre en el País Vasco"".

 📢 #Santia…",
Diego_van_Eyck,Diego Mayo,2019-10-10 23:55:19,"RT @luciacuervas: Abascal: ""Yo también represento al colectivo homosexual, no se por que se nos acusa de homófobos""  #SantiagoAbascalEH htt…",Sevilla - Los Palacios
SofiaaAller,Cersei Lannister🇪🇸,2019-10-10 23:55:17,"RT @MisterDBunker: Entrevistan a Abascal en una tele privada que no nos cuesta un duro: boicot.

Entrevistan a Otegi en una tele pública qu…",In my place. 
IVNSEOANE,Sin complejos,2019-10-10 23:55:17,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Tenemos que ser conscientes de la importancia del producto español"".

 📢 #SantiagoAbasca…",Toledo
francissmasacot,masacote,2019-10-10 23:55:16,@albzgz0123 @sasabcn @Croke4 @ftarrio @Santi_ABASCAL Me vas a decir que un inmigrante que viene desde su país te ha… https://t.co/OotlXJPpRZ,
joseATMaria14,Jose María,2019-10-10 23:55:15,RT @aliciaguesswhat: Eres Dios @Santi_ABASCAL,Estadio Vicente Calderón
xavier06602966,xavier,2019-10-10 23:55:15,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",
AitorIrurezube,Aitor Iruretagoyena,2019-10-10 23:55:14,@perlalaura @El_Hormiguero @Santi_ABASCAL Nadie está en contra del suicidio .... Pero no estoy a favor de que el Es… https://t.co/9Xl6krnGmg,
alejandro_jm9,Alejandro Jiménez,2019-10-10 23:55:14,"RT @CasoAislado_Es: A ver si se enteran los progres. Pablo Motos no lo ha podido explicar mejor. #SantiagoAbascalEH. ""No sería democrático…",Madrid - Valencia 
ec_bsu,EC_BSU,2019-10-10 23:55:14,"RT @ivanedlm: Trending topics en twitter, ahora mismo
#1. #BoicotElHormiguero
#2. Pablo Motos
#3. Abascal

Qué bien lo vamos a pasar dispar…",
GaBKeR,Gabriel Fuentes,2019-10-10 23:55:14,RT @puigmelont: Abascal en El Hormiguero. https://t.co/cJBYHeLYp9,
RaulitoTop,Raúl Valdueza,2019-10-10 23:55:14,RT @santiagonavajas: Fantástico Pablo Motos en @El_Hormiguero defendiendo el pluralismo político y la libertad de expresión en su invitació…,"Harvard, IL"
NinochkaLibre,Ninochka 💚🇪🇸💚,2019-10-10 23:55:13,"RT @ivanedlm: Trending topics en twitter, ahora mismo
#1. #BoicotElHormiguero
#2. Pablo Motos
#3. Abascal

Qué bien lo vamos a pasar dispar…",
astrisc0,fbs,2019-10-10 23:55:13,RT @wallstwolverine: Me gustaría ver a Sánchez en el contexto de la dureza de la entrevista que le están haciendo a Abascal. No sabría dónd…,España
MagisterEsp,Magister Almeriensis 🇪🇸,2019-10-10 23:55:13,"RT @hermanntertsch: La autenticidad de @Santi_ABASCAL no tiene rival en la politica española. Nadie, ninguno, ni de lejos. https://t.co/nHB…",
IreneAiete,Irene Aiete Fierro,2019-10-10 23:55:12,RT @El_Hormiguero: Comenzamos la ronda de visitas políticas de cara a las elecciones del próximo 10 de Noviembre. Esta noche nos visita @Sa…,
jesusdlosreyes,Jesús De los Reyes,2019-10-10 23:55:12,"RT @ExtremoDerecho7: Pablo Motos, sin quererlo, le está haciendo a Abascal la mejor campaña posible haciéndole la entrevista más dura que h…","Ganada, España"
__cles,cles🤟,2019-10-10 23:55:11,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",
RotaVox,Vox Rota,2019-10-10 23:55:11,"@Santi_ABASCAL A un hombre no, a un asesino en serie. Vergüenza para todos vosotros que lo justificáis con ese velo… https://t.co/Gm6UXidl2q",
SimyPerruna,Simy_perruna,2019-10-10 23:55:11,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

"" El objetivo no es desenterrar a Franco. Es la excusa, el objetivo es Felipe VI y aún má…",Málaga 
MiguelLasGaunas,Heisenberg.🇪🇦🇪🇦,2019-10-10 23:55:10,"RT @Aleelmadridista: #BoicotElHormiguero porque va Santiago Abascal a una cadena privada como antena 3, pero cuando fue el criminal de Oteg…",
gandreu8,Gabo,2019-10-10 23:55:10,"RT @loveheslow: pablo motos: eres facha? 

abascal: 

#SantiagoAbascalEH https://t.co/ol71giGWFg","Zaragoza, España"
JUANLU1974,Juanlu,2019-10-10 23:55:09,"RT @Aleelmadridista: #BoicotElHormiguero porque va Santiago Abascal a una cadena privada como antena 3, pero cuando fue el criminal de Oteg…",
emilio_valero,EV,2019-10-10 23:55:09,"RT @NekaneHarta: #SantiagoAbascalEH
Pablo Motos ha intentado por todos los medios que no hubiera humanización de Abascal (como si la hubo c…",España
jfpvilla,JUAN FRAN,2019-10-10 23:55:08,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",
Xisco85569654,Xisco,2019-10-10 23:55:07,"Hoy estoy leyendo comparaciones de Abascal con Otegi, Hitler... Los progres ya no saben por dónde sacar la bilis. Buena señal.",
sarai288_,S A R A I ✨,2019-10-10 23:55:07,RT @EuprepioPadula: No te pierdas las declaraciones de este homófobo sobre la adopción. A los homosexuales le tocan los niños que no quiere…,"Ourense, España"
_misspau_,𝗣𝗮𝘂,2019-10-10 23:55:05,"RT @Barbijaputa: ""Hombre, si hay un niño al que no quiere adoptar nadie, pues que lo adopten los homosexuales"". Santiago ""no soy homófobo""…",España
Jangelfd,🇪🇸Javier A. Fdez.🇪🇸,2019-10-10 23:55:05,"RT @eSPAINews: 📢 @Santi_ABASCAL, hoy en @El_Hormiguero: «Defendería la frontera de #Melilla con muros más grandes si es necesario y en segu…",España
faicy_perez,falu,2019-10-10 23:55:03,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…","Medellín, Colombia"
silviaf50094960,silvia dramatical,2019-10-10 23:55:03,RT @josealf85343052: Esperemos que el señor Abascal se acuerde de @jusapol y de la #EquiparacionYa  que tanto nos merecemos Pn y Gc https:/…,
marilensalom,maria magdalena,2019-10-10 23:55:01,"RT @eldiarioes: Piden en redes el #BoicotElHormiguero por entrevistar a Santiago Abascal y ""blanquear"" a Vox https://t.co/DM1JpYlvZQ",Palma de Mallorca
Mikel_eidvin,Mikelodeon,2019-10-10 23:55:00,"RT @MediterraneoDGT: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

Cada vez que le des a 👉 #RT 🔄 un progre implosiona 🤮💥

¿Nos ayudas? 😏

📢 🇪🇸 @vox…",
XemaGalo,Xema Galo,2019-10-10 23:54:58,"RT @AgustinRosety: A nadie le han hecho una entrevista en el hormiguero como la que le han hecho hoy a @Santi_ABASCAL 

Y ha salido más que…",Almería (España)
Miriam_153,Miriam,2019-10-10 23:54:58,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…","Madrid, Comunidad de Madrid"
ruben9864e,Pepe,2019-10-10 23:54:58,"RT @WillyTolerdoo: Va a conseguir más votos VOX con el TT #BoicotElHormiguero que con la entrevista a Abascal.

Si los de VOX son listos de…","Tabarnia, CataluÑa"
FJannette2017,Jannette💚💚💚🇻🇪🇪🇸,2019-10-10 23:54:57,"RT @madrid_vox: 📺 Ya está disponible la entrevista a @Santi_ABASCAL, presidente de @vox_es, en @El_Hormiguero:

▶ https://t.co/zC58bs574t…","Nuevo Baztán, España💚💚💚"
Tusitala1883,Bob Stevenson,2019-10-10 23:54:57,"RT @SpainIsComing: Señor Don @Santi_ABASCAL , este señor dice que cuando le escucha le entran ganas de salir corriendo de España, ¿Podría u…",
Irene78040869,Irene V,2019-10-10 23:54:56,"RT @jgutierrez_vox: Parece ser que, siendo ya la 1:00, #SantiagoAbascalEH ha ganado, por una ""ligera"" ventaja, a #BoicotElHormiguero.

Impr…",
Sergiovide7,Sergio Rodríguez,2019-10-10 23:54:55,"@ViajeroMallorca @Santi_ABASCAL Vale, eso está genial pero espero que digas lo mismo de los otros líderes políticos cuando les toque ir.","As Neves, Pontevedra"
BlancoMbappe,Monje shaolin,2019-10-10 23:54:52,@Rojilloroy94 @FormulaTV Será por la insistencia de Pablo motos intentando poner en boca d @santi_ABASCAL cosas que no ha dicho.,
angelmoran1957,MIGUEL A.MORAN,2019-10-10 23:54:52,"RT @casasola_89: Abascal: ""Prefiero que un niño tenga un padre y una madre""
Y yo prefiero que VOX no exista, pero... 
#BoicotElHormiguero #…",españa
AndreaTejada97,Andrea Tejada,2019-10-10 23:54:50,RT @jmlopezzafra: Ha demostrado Abascal un gusto político exquisito al señalar a Girauta como aquel a quien ficharía por su talento para VO…,"Cornellà de Llobregat, España"
Davidreanse,David A,2019-10-10 23:54:50,"RT @MediterraneoDGT: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

Cada vez que le des a 👉 #RT 🔄 un progre implosiona 🤮💥

¿Nos ayudas? 😏

📢 🇪🇸 @vox…",
universalsevil1,Monty,2019-10-10 23:54:50,"RT @numer344: Corregidme si me equivoco, pero... ¿Aquellos que están pidiendo el boicot a Cuatro por entrevistar a Santiago Abascal, no son…",
EspanaU,MaK,2019-10-10 23:54:49,"RT @CasoAislado_Es: Contundentes palabras de Santiago Abascal, presidente de @vox_es, durante su intervención en El Hormiguero. #SantiagoAb…","Galicia, España"
MiguelC24767994,Miguel Choque,2019-10-10 23:54:49,RT @El_Hormiguero: .@Santi_ABASCAL nos propone sus alternativas para Cataluña y su opinión sobre el cambio climático #SantiagoAbascalEH htt…,"Viedma, Argentina"
_nairdasilva,Nair Da Silva 👽,2019-10-10 23:54:49,"RT @TIGRIDIA10: Hay opiniones que no comparto con Santiago Abascal ni por el forro, pero el hecho de dar su opinión sincera a sabiendas de…","Málaga, España"
MiguelLasGaunas,Heisenberg.🇪🇦🇪🇦,2019-10-10 23:54:49,"RT @CasoAislado_Es: A ver si se enteran los progres. Pablo Motos no lo ha podido explicar mejor. #SantiagoAbascalEH. ""No sería democrático…",
brunoelgatete,Bruno ⛨ 🇪🇸,2019-10-10 23:54:48,RT @puigmelont: Abascal en El Hormiguero. https://t.co/cJBYHeLYp9,
ruben9864e,Pepe,2019-10-10 23:54:47,"RT @CLSaavedra1: #BoicotELHormiguero Como no voto a Vox, dudaba entre ver El Hormiguero y a Abascal, o mi serie de Netflix, pero los zurdos…","Tabarnia, CataluÑa"
davidnurod,David,2019-10-10 23:54:47,"RT @nadiafcb3: Santiago Abascal esta noche en el hormiguero, por una vez Pablo Motos no será el más tonto del programa 😃😃😃😃😃😃😃😃😃😃😃😃😃","Sevilla, Andalucía"
mestremanuel,Manuel Mestre Barea,2019-10-10 23:54:46,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Defendería la frontera de Melilla con muros más grandes si es necesario y dando ayuda a…",
Malagon7182,David Malagón,2019-10-10 23:54:44,"RT @eledhmel: .@Santi_ABASCAL: ""Nosotros defendemos a las mujeres porque queremos que los violadores estén en la cárcel y no queremos que o…",
Republic451,Auslandër Republic 451,2019-10-10 23:54:44,RT @puigmelont: Pedro Sánchez si fuese a El Hormiguero y le hiciesen la entrevista que le ha hecho Pablo Motos a Abascal. https://t.co/BSX0…,MENA City
JOSEHHCC,PepeChiclana🚕JOSEHIGUERUELATaxiNovo🚕🚖🚕🚖🚕🚖🚕,2019-10-10 23:54:43,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…","CHICLANA DE LA FRONTERA, CADIZ"
CastiiATH,Castii🦁,2019-10-10 23:54:43,"RT @reeichelk: “No entiendo por qué nos llaman homófobos” -Santiago Abascal, 2019
#SantiagoAbascalEH https://t.co/dEM3GKS6VR","Algorta, Euskadi"
LLASOLI,Llanero solitario,2019-10-10 23:54:42,"RT @RodrigoDdeV13: Y al que no le guste, que no vote Vox pero mediastintas y bienquedas ya tenemos muchos.  Abascal firme en sus opiniones.…",
CIUDADANOKANE15,CIUDADANOVOX🇪🇸,2019-10-10 23:54:42,"RT @eledhmel: Pablo Motos: ""Pareces tan bueno...""
@Santi_ABASCAL: ""Es que soy bueno"".

Doy fe.

#SantiagoAbascalEH https://t.co/vZFouRWZrr",
emilio_valero,EV,2019-10-10 23:54:42,"RT @NekaneHarta: @pedazobocata Abascal ha hecho varias alusiones al público, pero ni un solo plano, ninguna interacción, Motos ha reducido…",España
SalasSergio7,Sergio Salas,2019-10-10 23:54:40,"RT @WillyTolerdoo: Entonces el terrorista Otegi puede ser entrevistado pero Abascal no, correcto?","Gijon, Spain"
Esparver34,Gifreu  El Penós 🎗,2019-10-10 23:54:40,RT @crow_ley: Lo que tendrías que tener claro es que si Santiago Abascal acepta ir a tu programa es porque sabe que eres un imbécil incapaz…,Olot. Catalunya
Davidreanse,David A,2019-10-10 23:54:40,"RT @eledhmel: .@Santi_ABASCAL: ""Estoy en contra de que el aborto sea una práctica eugenésica y anticonceptiva. Es acabar con una vida human…",
JUANLU1974,Juanlu,2019-10-10 23:54:39,"RT @FuensantaLM: ¡ Fantástico Santiago Abascal, por muchas zancadillas, que le está poniendo el "" enanito "" del "" Hormiguero ""!",
sololomo,Nacho G.,2019-10-10 23:54:39,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",España
mestremanuel,Manuel Mestre Barea,2019-10-10 23:54:38,"RT @AgustinRosety: A nadie le han hecho una entrevista en el hormiguero como la que le han hecho hoy a @Santi_ABASCAL 

Y ha salido más que…",
nataliacarsi11,Natalia Carsi,2019-10-10 23:54:38,RT @LaResistencia: Abascal en El Hormiguero y Piqué en La Resistencia. Las dos Españas.,
haqawati,Ayalga,2019-10-10 23:54:38,"RT @SrMalafolla: Pablo Motos le pregunta a Abascal si su escolta lleva armas... No, son de la guardia suiza, llevan una lanza. #santiagoaba…","Principado de Asturias, España"
Alfiex_,Alfie,2019-10-10 23:54:38,@Sigil0sa_ @Santi_ABASCAL Te has visto la entrevista? Sabes lo homofobo que es lo de la familia? Porque igual estas desubicada.,"Sevilla, España"
Carol7537,Carolina Andres,2019-10-10 23:54:37,"RT @Barbijaputa: ""Hombre, si hay un niño al que no quiere adoptar nadie, pues que lo adopten los homosexuales"". Santiago ""no soy homófobo""…",
Mariagomzporcel,Maria,2019-10-10 23:54:36,@rosepress3 @AgustinRosety @Santi_ABASCAL Pues yo le agradezco la invitacion y que haya ofrecido la oportunidad a… https://t.co/ZcnTLN90jl,España
Aliymos,Ange,2019-10-10 23:54:36,"RT @VictorGonz54: Que digo yo ...
¿En el #BoicotElHormiguero, Pablo Motos le pagará algo a Abascal?
Es que, su amigo necesitará unos 10.000…",
gp_victor89,Víctor Manuel ❤️💛💜,2019-10-10 23:54:36,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…","Fuenlabrada, Madrid"
Ismorrovic,🇪🇸IsMoR🇪🇸,2019-10-10 23:54:36,"RT @ivanedlm: Trending topics en twitter, ahora mismo
#1. #BoicotElHormiguero
#2. Pablo Motos
#3. Abascal

Qué bien lo vamos a pasar dispar…",España
JUANLU1974,Juanlu,2019-10-10 23:54:35,"RT @cid_lauri: Ha sido un honor haber podido ver en directo a @Santi_ABASCAL en el @El_Hormiguero. Santi, has estado brillante, no puedo de…",
timeo_danaos_g,Jimena,2019-10-10 23:54:35,"RT @JuanfraEscudero: 🗣Abascal en la dura entrevista con Pablo Motos no ha dudado sobre la aberrante Ley de Violencia de Género.

VOX son lo…",
notelocreastodo,🤔,2019-10-10 23:54:35,RT @marquezsergio09: Dos concejales de VOX Almería se quieren subir el sueldo un 30%. @Santi_ABASCAL le a dado un plazo para que rectifique…,
julaydeandorra,jose luis,2019-10-10 23:54:35,RT @GonzaloFC10: La primera vez que Pablo Motos no se divierte en 'El Hormiguero': críticas por su tensa entrevista a Abascal https://t.co/…,
lgsrules,María ☾,2019-10-10 23:54:34,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…","Hawkins, Indiana"
BlackHeroine,Daenerys reina de las Whooper,2019-10-10 23:54:34,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…","Zaragoza, España"
Megawif,Mega,2019-10-10 23:54:33,RT @26piera: Pablo Motos ha dejado en un altar a @Santi_ABASCAL con su afán de intentar dejarle en blanco y pillarle con alguna pregunta mo…,Embajadores fuera!
ProVida_ProVox,Helensky † 💚,2019-10-10 23:54:33,"RT @ManhattanManOne: No he podido ver el programa, pero este corte de @Santi_ABASCAL “Yo donaría  primero para el Amazonas, porque la obra…",No leo DM
capitanrmz,Cap. Ramírez,2019-10-10 23:54:33,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…", Països Tabarneses
ReaoLoas,Joao Reao Loas💜💜,2019-10-10 23:54:33,RT @EricDiceBuenDia: Santiago Abascal diciendo que es liberal y tolerante #SantiagoAbascalEH https://t.co/zru1JOeI3s,
PerejilSalsero,El Perejil De Las Salsas,2019-10-10 23:54:33,"RT @diegomrtg: A pesar del #BoicotElHormiguero contra @santi_abascal, o gracias al mismo, la búsqueda ""a qué hora es el hormiguero"" se ha d…","Madrid, Comunidad de Madrid"
danielca92,Gandalf 🇪🇦,2019-10-10 23:54:32,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""El otro día hablamos de la emergencia social que viven los españoles: la carestía de la…","Reino de Valencia, España"
juangar_7,Juan García 🇪🇸🇪🇺,2019-10-10 23:54:32,"Habláis de la dureza de entrevista de Motos a Abascal pero obviais el palo gordo que le ha dado a Falconetti, a qui… https://t.co/5xhUkw9F48",Sevilla (España)
Jjsb441,Jjsb44,2019-10-10 23:54:31,RT @protestona1: Cuando Santi Abascal dice que está contra el aborto y que lo quitaría de la sanidad pública lo que realmente quiere decir…,Galicia
ruben9864e,Pepe,2019-10-10 23:54:30,"RT @cailloumendez: @cescgalietti @abc_es @sanchezcastejon Escenario 1:

- Hoy @jordievole entrevistará a @ArnaldoOtegi.

- ¡Bravo! ¡Es libe…","Tabarnia, CataluÑa"
AManzanoUriz,𝒜𝓃𝓉𝑜𝓃𝒾𝑜 ℳ𝒶𝓃𝓏𝒶𝓃𝑜 𝒰𝓇𝒾𝓏.,2019-10-10 23:54:30,RT @fjosealcaraz: Muchos españoles empiezan a conocer quién y cómo es @Santi_ABASCAL . Quienes lo conocemos desde hace años no nos sorprend…,Salamanca-España.
GascoJuanjo,Juanjo Gasco,2019-10-10 23:54:30,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

"" (Sobre la eutanasia) Nos ponen la reflexión sobre Ramón Sampedro, un hombre en pleno us…",Torrent (Valencia) España🇪🇸
VonValiar,Uncle Bens,2019-10-10 23:54:29,RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,
Megawif,Mega,2019-10-10 23:54:28,"RT @pasandoeldia1: 🇪🇸@Santi_ABASCAL en @El_Hormiguero 
💪🏻Cualquier persona, en legítima defensa, debería poder defender su propiedad y su f…",Embajadores fuera!
claurios6,Claau🙈,2019-10-10 23:54:28,"RT @JuanfraEscudero: 🗣Abascal en la dura entrevista con Pablo Motos no ha dudado sobre la aberrante Ley de Violencia de Género.

VOX son lo…",Madrid-Malaga
agegomez,agegomez,2019-10-10 23:54:28,"RT @MBarraganL: Ahora los progres van a tener trabajo duro para interpretar esta interesante frase.
Ya me diréis
📺 @Santi_ABASCAL en @El_Ho…",VENEZUELA
FlordeChernobyl,Arnauwu ☭ 🏳️‍🌈,2019-10-10 23:54:27,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…","Esparreguera, Catalunya"
