user,name,created,tweet,location
mrsoul953,Mr: Soul is Spooky🎃,2019-10-10 23:56:48,RT @noeliaaprado: Me he metido al hastag del boicot al Hormiguero y está lleno de fachas llorando porque los progres están coartando la lib…,"Mexicali, Baja California"
Alma_Adler,Alma Adler,2019-10-10 23:56:48,"RT @SitoJohns: - Monasterio y Espinosa se saltan los precintos
- El prior del Valle de los Caídos niega los restos del dictador
- Tejero ho…",El quinto pino 
milagros5426,milagros,2019-10-10 23:56:47,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""El otro día hablamos de la emergencia social que viven los españoles: la carestía de la…","Barcelona, España"
titopage,Tito Avella,2019-10-10 23:56:46,RT @Sr_Dios: Hoy ha venido a hacer fascismo a El Hormiguero Santi Abascal! #SantiagoAbascalEH,Bogotá
mayca02,Mayca asensio,2019-10-10 23:56:46,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""En Vistalegre apelé sobre todo a la reconciliación nacional. No puede venir nadie a dict…",
miguel1urga,Miguel,2019-10-10 23:56:45,RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,
AlbertRomario,AlbertRomario 🇪🇸,2019-10-10 23:56:45,RT @JOSEMANUELSOTO1: Aqui sentado para ver a @Santi_ABASCAL en @El_Hormiguero y me entero de q el único líder q no ha querido ir es @sanche…,Málaga ✈️ Latinoamérica
Megawif,Mega,2019-10-10 23:56:44,RT @rodro_camino: Pablo Motos intentando provocar a Abascal con sus preguntas tendenciosas #SantiagoAbascalEH https://t.co/qjVnVib0uU,Embajadores fuera!
RenoFriends,ＲＥＮＯ,2019-10-10 23:56:43,"RT @Fr_94: Santiago Abascal, en el hormiguero, hablando sobre si los homosexuales pueden adoptar: #SantiagoAbascalEH #BoicotHormiguero #Aba…",España
Leand09,Leandro Gonzalez,2019-10-10 23:56:43,"RT @elentirvigo: Santiago Abascal en 'El Hormiguero': estaban más cómodos cuando Vox no podía defenderse.
El líder de Vox le ganó el pulso…","San Diego, CA"
pallaron12,Flor María Fernández,2019-10-10 23:56:43,RT @wallstwolverine: Me gustaría ver a Sánchez en el contexto de la dureza de la entrevista que le están haciendo a Abascal. No sabría dónd…,"Asturias ,Aviles."
danieste2,Estefanía,2019-10-10 23:56:42,"@El_Hormiguero @Santi_ABASCAL Vaya decepción de entrevista, a ver si haces lo mismo con demás líderes políticos, au… https://t.co/d0wKdPweW0",
AlvaroArcos3,Alvaro Arcos,2019-10-10 23:56:42,RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,La España Viva
IreneAiete,Irene Aiete Fierro,2019-10-10 23:56:42,@El_Hormiguero @nicarenne @Santi_ABASCAL @vox_es Pablo Motos decepción. Qué mal periodista interviniendo con sus op… https://t.co/gXKWaltosd,
Diana82762006,Diana,2019-10-10 23:56:41,RT @protestona1: Cuando Santi Abascal dice que está contra el aborto y que lo quitaría de la sanidad pública lo que realmente quiere decir…,
ec_bsu,EC_BSU,2019-10-10 23:56:40,RT @Srdelaney_: Con razón no va Pedro Sánchez al hormiguero... después de ver a un señor como Abascal.. sería hacer el ridículo gratis..,
Megawif,Mega,2019-10-10 23:56:39,"RT @guilleblanco92: Pablo Motos casi pidiendo disculpas por entrevistar a Abascal. VERGONZOSO.
Al menos ha dejado claro que el felón Sánche…",Embajadores fuera!
JoseAnt1961,JoseAnt1961,2019-10-10 23:56:39,RT @eledhmel: Los que piden #BoicotElHormiguero porque va @Santi_ABASCAL son los mismos que vieron encantados a Otegi en distintos programa…,
ec_bsu,EC_BSU,2019-10-10 23:56:38,RT @ldpsincomplejos: Pues me voy a preparar la cena y me voy a sentar a ver a Santi Abascal en El Hormiguero.,
mestremanuel,Manuel Mestre Barea,2019-10-10 23:56:38,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Nosotros defendemos la ley de legítima defensa. Que una persona pueda defender su propie…",
ilector1,ilector,2019-10-10 23:56:37,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

"" El objetivo no es desenterrar a Franco. Es la excusa, el objetivo es Felipe VI y aún má…",
rubenfernav,rubén🐝,2019-10-10 23:56:37,"@Migueln96771714 @El_Hormiguero @Santi_ABASCAL Una cosa es democracia, y otra cuando mis derechos humanos se ven afectados :)","Barcelona, España"
MigMenendez,Miguel Ang. Menendez,2019-10-10 23:56:36,@vox_es @Santi_ABASCAL @El_Hormiguero Enhorabuena... eres muy claro!!,España
JusaFernando,Fernando_jusa,2019-10-10 23:56:36,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",
PedroRibeiroBat,Pedro Ribeiro,2019-10-10 23:56:34,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…","Palma,Mallorca"
CSBanus,D C,2019-10-10 23:56:34,"RT @ManhattanManOne: No he podido ver el programa, pero este corte de @Santi_ABASCAL “Yo donaría  primero para el Amazonas, porque la obra…","Madrid, España"
miguel1urga,Miguel,2019-10-10 23:56:34,RT @rchamode: Santiago Abascal en ‘El Hormiguero’: estaban más cómodos cuando Vox no podía defenderse https://t.co/Bngq3TtiBd a través de @…,
capitanrmz,Cap. Ramírez,2019-10-10 23:56:33,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Yo me saqué la licencia de armas para proteger a mi padre en el País Vasco"".

 📢 #Santia…", Països Tabarneses
AlbertoBfan,Alberto Soler ☀️,2019-10-10 23:56:33,A mi sinceramente me hace una gracia todo el boom en redes con el #BoicotElHormiguero cuando tienes a Abascal y a m… https://t.co/qS7p5OQPBD,Spiceworld ✌🏻
Moseguello,Ŧløκι🇪🇸,2019-10-10 23:56:33,"RT @Lince7800: Escándalo en el CASO JUANA RIVAS.
Espero que se tomen medidas urgentes contra la ministra Dolores Delgado.
@ffmateobueno 
@v…",España
BighandsofHarry,andrea,2019-10-10 23:56:32,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…",
Megawif,Mega,2019-10-10 23:56:32,"RT @elentirvigo: Santiago Abascal en 'El Hormiguero': estaban más cómodos cuando Vox no podía defenderse.
El líder de Vox le ganó el pulso…",Embajadores fuera!
PabloGlez__,Pablitoo,2019-10-10 23:56:31,"RT @antena3com: Santiago Abascal (@Santi_ABASCAL) en @el_hormiguero sobre la violencia de género: ""Esta Ley busca la guerra de sexos y la c…",VALLADOLID
Hugo85738212,Hugo,2019-10-10 23:56:30,RT @Jorgebuxade: Soberbio @Santi_ABASCAL defendiendo la centralidad de la dignidad y vida humana,
egoialonso,Egoi,2019-10-10 23:56:30,"Pablo Motos ha intentado hacer daño a VOX y Abascal, y le ha salido el tiro por la culata. Campañón por parte de Antena 3.",Durango (Euskal Herria)
JuanEmilioVare2,Juan Emilio Varela Martinez,2019-10-10 23:56:29,"RT @AgustinRosety: A nadie le han hecho una entrevista en el hormiguero como la que le han hecho hoy a @Santi_ABASCAL 

Y ha salido más que…",
sonatilla,sonatilla,2019-10-10 23:56:29,"RT @elentirvigo: Santiago Abascal en 'El Hormiguero': estaban más cómodos cuando Vox no podía defenderse.
El líder de Vox le ganó el pulso…","Campo Lugar, España"
Jesusyfausto,jesus&fausto,2019-10-10 23:56:29,@eledhmel @Santi_ABASCAL Es españa......casi único mundial,"Distrito Federal, México"
mayca02,Mayca asensio,2019-10-10 23:56:29,RT @Pozo_1969: Pablo Motos ha hecho una entrevista tipo Évole para no enfadar a la progresía que pide boicot para Abascal pero respeto para…,
Pablonoyume,パブロ,2019-10-10 23:56:29,@Encamtado1 @vox_es @Santi_ABASCAL @El_Hormiguero ... da igual que mi situación económica sea buena y pueda atender… https://t.co/ya3qqrauIC,Madrid
BrujaMadre45,LaNietadeChacato,2019-10-10 23:56:28,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""El otro día hablamos de la emergencia social que viven los españoles: la carestía de la…",VENEZUELA
andreionescu_,Andreea 🌹,2019-10-10 23:56:27,RT @EuprepioPadula: No te pierdas las declaraciones de este homófobo sobre la adopción. A los homosexuales le tocan los niños que no quiere…,
jrtdesing,julio terron,2019-10-10 23:56:27,"RT @MngelGonzlez1: Abascal en 'El Hormiguero': ""Los progres no pueden venir a dictarnos lo que tenemos que pensar"" https://t.co/UZAxsacEBm","Alcalá de Guadaíra, España"
RAFAEL_LARRUBIA,Rafael Larrubia,2019-10-10 23:56:26,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",
ManuelZahera,Manuel Zahera,2019-10-10 23:56:26,"RT @lopedevegac: Escenario 1:

- Hoy @jordievole entrevistará a @ArnaldoOtegi.

- ¡Bravo! ¡Es libertad de expresión! ¡Tiene derecho!

Escen…",Madrid
EloyELCABO,ELOY ELCABO,2019-10-10 23:56:25,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",España
Davidreanse,David A,2019-10-10 23:56:24,"RT @eledhmel: .@Santi_ABASCAL: ""Nosotros defendemos a las mujeres porque queremos que los violadores estén en la cárcel y no queremos que o…",
JuanEmilioVare2,Juan Emilio Varela Martinez,2019-10-10 23:56:24,"RT @lopedevegac: Escenario 1:

- Hoy @jordievole entrevistará a @ArnaldoOtegi.

- ¡Bravo! ¡Es libertad de expresión! ¡Tiene derecho!

Escen…",
DesmontandoI,Desmontando A La Izquierda,2019-10-10 23:56:24,"RT @ExtremoDerecho7: Pablo Motos, sin quererlo, le está haciendo a Abascal la mejor campaña posible haciéndole la entrevista más dura que h…",¡VIVA ESPAÑA!
CoqueMalagueno,Coque el Malagueno,2019-10-10 23:56:23,RT @Jorgebuxade: Soberbio @Santi_ABASCAL defendiendo la centralidad de la dignidad y vida humana,
phonybaloney__,̶I̶z̶a̶•ⒽⒺⒷⒺ• ̶l̶a̶,2019-10-10 23:56:23,"RT @Ibai_93: Personalmente, no creo que entrevistar a Santiago Abascal sea un bajón de calidad, dignidad o ética respecto al nivel habitual…",
Sylebram64,Gucci,2019-10-10 23:56:23,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""En Vistalegre apelé sobre todo a la reconciliación nacional. No puede venir nadie a dict…","Toledo, España"
AurelioBelandoM,Aurelio M. Belando M,2019-10-10 23:56:23,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",
emilio_valero,EV,2019-10-10 23:56:23,"RT @hermanntertsch: La autenticidad de @Santi_ABASCAL no tiene rival en la politica española. Nadie, ninguno, ni de lejos. https://t.co/nHB…",España
Sylebram64,Gucci,2019-10-10 23:56:22,RT @JosManuelPuent5: No veréis una noticia así en el resto de partidos como los @populares y el @psoe donde subirse el sueldo y venir a la…,"Toledo, España"
DxE1985,DEPOR_ESPAÑA,2019-10-10 23:56:22,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Yo no tengo ningún miedo a las elecciones. Nuestros votantes son los más leales y muchos…",España
Sylebram64,Gucci,2019-10-10 23:56:22,"RT @diegomrtg: A pesar del #BoicotElHormiguero contra @santi_abascal, o gracias al mismo, la búsqueda ""a qué hora es el hormiguero"" se ha d…","Toledo, España"
evaafernandez_,eva,2019-10-10 23:56:22,@aniita_192 santiago abascal posiblemente la persona q mas odie del planeta,Granada 
Cesitar_1G,César Gómez Lafuente,2019-10-10 23:56:22,"RT @Aleelmadridista: #BoicotElHormiguero porque va Santiago Abascal a una cadena privada como antena 3, pero cuando fue el criminal de Oteg…",
israelhaunting,Israelhaunting,2019-10-10 23:56:22,"RT @GandalfGris_: Qué relajadito Pablo Motos con Santiago Abascal, igualito que con Pablenin, ¿eh? #SantiagoAbascalEH https://t.co/ucZpQbHl…",
robertosssrf,roberto,2019-10-10 23:56:21,"RT @SrMalafolla: Pablo Motos le pregunta a Abascal si su escolta lleva armas... No, son de la guardia suiza, llevan una lanza. #santiagoaba…",Leon
mdmanero,Monica Delgado,2019-10-10 23:56:21,RT @LaResistencia: Abascal en El Hormiguero y Piqué en La Resistencia. Las dos Españas.,Valladolid-Burgos
QUASCODAIS1,QUÉASCODAIS,2019-10-10 23:56:20,"RT @tortondo: ¡Hoy ha venido a divertirse al Hormiguero Santiago Abascal!
¡Qué salgan Francas y Fachancas!
#SantiagoAbascalEH https://t.co/…",
aratobio,Aranzazu Orobio,2019-10-10 23:56:20,"RT @terciodtabarnia: Conclusiones de la entrevista a @Santi_ABASCAL 
Con Vox:
Fronteras seguras
No inmigrantes irregulares
No aborto como a…","Cádiz, España"
NinochkaLibre,Ninochka 💚🇪🇸💚,2019-10-10 23:56:19,"RT @ldpsincomplejos: Pues ha quedado extraordinaria la entrevista a @Santi_ABASCAL. Curiosamente, al que se le veía algo envarado es al pro…",
Megawif,Mega,2019-10-10 23:56:18,"RT @madrid_vox: 📺 Ya está disponible la entrevista a @Santi_ABASCAL, presidente de @vox_es, en @El_Hormiguero:

▶ https://t.co/zC58bs574t…",Embajadores fuera!
SolerPatxito,Patxi Soler,2019-10-10 23:56:18,"RT @hermanntertsch: La autenticidad de @Santi_ABASCAL no tiene rival en la politica española. Nadie, ninguno, ni de lejos. https://t.co/nHB…",
Ainhovila7,Ainhoa Dixon,2019-10-10 23:56:18,Ver a gente alabar a Abascal me recuerda porque estudiamos historia “para no repetir los errores del pasado” y avan… https://t.co/vQkS2xnX7Z,☁☁[TravelLifeStyle]☁☁
ManzanaAstur,ManzanaAstur,2019-10-10 23:56:17,RT @JaviSalinas86: Cambio de refrán... antes: más tenso que cagandon sin pestillo. ahora: más tenso que #PabloMotos habiéndole una entrevis…,En la cuna de la Reconquista
JUANLU1974,Juanlu,2019-10-10 23:56:17,"RT @GonzaloFC10: Bueno, hacía años que no veía el hormiguero. Hoy he visto a Abascal demostrar que es un líder fiable y sincero y ahora no…",
Jjsb441,Jjsb44,2019-10-10 23:56:16,RT @LfilodelabrechA: #santiagoabascaleh Abascal quiere hacer un balance cero. Lo malo es que no se puede empezar de cero con tu abuelo en u…,Galicia
GonzaloAtm6,Gonzalo,2019-10-10 23:56:16,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",
Esther64664134,Esther,2019-10-10 23:56:15,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…","Murcia, España"
JuanEmilioVare2,Juan Emilio Varela Martinez,2019-10-10 23:56:15,"RT @ldpsincomplejos: Pues ha quedado extraordinaria la entrevista a @Santi_ABASCAL. Curiosamente, al que se le veía algo envarado es al pro…",
NSRV0,Natty,2019-10-10 23:56:15,RT @puigmelont: Abascal en El Hormiguero. https://t.co/cJBYHeLYp9,
sarizor,Sarizor🔻,2019-10-10 23:56:15,RT @AntonioMaestre: Los discursos de odio no se blanquean. Hoy en día Abascal forma parte de una internacional supremacista de extrema dere…," Blanes, Girona"
miriamvoicex,Sara,2019-10-10 23:56:14,"RT @AnabelAlonso_of: ""La mujer que quiera va a abortar pero no tendrá ayuda pública""
Santiago Abascal.
Osea, las que no tengan recursos se…",Operación Triunfo.
losunnicornios,Sam,2019-10-10 23:56:13,RT @j_giner: Abascal recogiendo su Oscar después del invent de que se peleó en el instituto con unos por insultar a homosexuales. #Santiago…,Madrid
F1E2R3N4A5D6O7,1957,2019-10-10 23:56:13,"RT @El_Intermedio: La esperada imitación de @enjutomojamuto a Isabel Díaz Ayuso: ""Vox no es de extrema derecha, ¡si tiene un moro, mirad a…",
Oscar080111,Oscar,2019-10-10 23:56:12,"RT @CasoAislado_Es: Contundentes palabras de Santiago Abascal, presidente de @vox_es, durante su intervención en El Hormiguero. #SantiagoAb…","Santiago, Chile"
Garmine10,Garmine,2019-10-10 23:56:11,RT @lebanensis: @_esther_sanz @Garmine10 @larazon_es @Santi_ABASCAL Giliposhas integrales,Cangas de Onis - Malaga 
IVNSEOANE,Sin complejos,2019-10-10 23:56:11,"RT @JuanfraEscudero: 🗣Santiago Abascal, @Santi_ABASCAL, está demostrando ser una persona con gran patriotismo, una persona buena, con un gr…",Toledo
JUANLU1974,Juanlu,2019-10-10 23:56:09,"RT @eledhmel: .@Santi_ABASCAL: ""Estoy en contra de que el aborto sea una práctica eugenésica y anticonceptiva. Es acabar con una vida human…",
GascoJuanjo,Juanjo Gasco,2019-10-10 23:56:09,RT @GonzaloFC10: @El_Hormiguero @Montse2004 @Santi_ABASCAL Pablo Motos podría haber sacado una buena entrevista de aquí. En cambio estaba m…,Torrent (Valencia) España🇪🇸
javitoalcala,Javi,2019-10-10 23:56:09,RT @janogarcia_: Qué triste que Pablo Motos tenga que justificar la invitación a @Santi_ABASCAL porque una banda totalitaria quiere impedir…,Milán - Granada
AzuParaiso2,AzuParaiso 💔💛💜,2019-10-10 23:56:07,"RT @FonsiLoaiza: Abascal se afilió al PP con 18 años y ha tenido 9 cargos. A sus 43 años no ha cotizado nunca fuera de la política, ha cobr…","Comunidad de Madrid, España"
Megawif,Mega,2019-10-10 23:56:07,"RT @Josesan67864527: Bravo por Abascal, a pesar de haber visto a un pablo motos más agresivo que de costumbre. Volveré a votar a vox, y esp…",Embajadores fuera!
Claraguer00,clara,2019-10-10 23:56:06,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

"" (Sobre la eutanasia) Nos ponen la reflexión sobre Ramón Sampedro, un hombre en pleno us…",
RubenMourinista,Ruben mourinhista,2019-10-10 23:56:06,RT @janogarcia_: Qué triste que Pablo Motos tenga que justificar la invitación a @Santi_ABASCAL porque una banda totalitaria quiere impedir…,Santander
sergiomedher,𝕊𝕖𝕣𝕘𝕚𝕠 𝕄𝕖𝕕𝕚𝕟𝕒,2019-10-10 23:56:06,"RT @GandalfGris_: Qué relajadito Pablo Motos con Santiago Abascal, igualito que con Pablenin, ¿eh? #SantiagoAbascalEH https://t.co/ucZpQbHl…","Dublín, Irlanda"
aratobio,Aranzazu Orobio,2019-10-10 23:56:06,RT @frandevox: Jamás he visto/oído a un líder de un partido político y aspirante a presidente del gobierno transmitir una sensación de SINC…,"Cádiz, España"
jrtdesing,julio terron,2019-10-10 23:56:05,RT @Leona61775038: @Jorgebuxade @AliciaManresa @Santi_ABASCAL @vox_es Yo me quedo con esa también..y el agradecimiento por decir en voz alt…,"Alcalá de Guadaíra, España"
milagros5426,milagros,2019-10-10 23:56:05,"RT @ivanypunto2014: Muy vergonzosa la entrevista. Sacando temas populistas y tratando de dejar mal a Santiago Abascal. Economia, trabajo, s…","Barcelona, España"
jfpvilla,JUAN FRAN,2019-10-10 23:56:04,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Defendería la frontera de Melilla con muros más grandes si es necesario y dando ayuda a…",
mestremanuel,Manuel Mestre Barea,2019-10-10 23:56:04,"RT @revol_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Defendería la frontera de Melilla con muros más grandes si es necesario y dando ayuda…",
